"Plot Title: 9748709 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Detached()","Coupler Attached()","Host Connected()","Stopped()","End Of File()"
227,06/30/10 10:00:00 PM,25.550,,,,,
228,06/30/10 11:00:00 PM,25.355,,,,,
229,07/01/10 12:00:00 AM,25.477,,,,,
230,07/01/10 01:00:00 AM,25.477,,,,,
231,07/01/10 02:00:00 AM,25.355,,,,,
232,07/01/10 03:00:00 AM,25.380,,,,,
233,07/01/10 04:00:00 AM,25.380,,,,,
234,07/01/10 05:00:00 AM,25.307,,,,,
235,07/01/10 06:00:00 AM,25.210,,,,,
236,07/01/10 07:00:00 AM,25.186,,,,,
237,07/01/10 08:00:00 AM,25.307,,,,,
238,07/01/10 09:00:00 AM,24.944,,,,,
239,07/01/10 10:00:00 AM,25.210,,,,,
240,07/01/10 11:00:00 AM,24.895,,,,,
241,07/01/10 12:00:00 PM,25.210,,,,,
242,07/01/10 01:00:00 PM,25.137,,,,,
243,07/01/10 02:00:00 PM,25.016,,,,,
244,07/01/10 03:00:00 PM,24.895,,,,,
245,07/01/10 04:00:00 PM,24.992,,,,,
246,07/01/10 05:00:00 PM,25.355,,,,,
247,07/01/10 06:00:00 PM,24.774,,,,,
248,07/01/10 07:00:00 PM,25.283,,,,,
249,07/01/10 08:00:00 PM,24.968,,,,,
250,07/01/10 09:00:00 PM,25.307,,,,,
251,07/01/10 10:00:00 PM,24.968,,,,,
252,07/01/10 11:00:00 PM,25.380,,,,,
253,07/02/10 12:00:00 AM,24.968,,,,,
254,07/02/10 01:00:00 AM,25.186,,,,,
255,07/02/10 02:00:00 AM,25.331,,,,,
256,07/02/10 03:00:00 AM,25.307,,,,,
257,07/02/10 04:00:00 AM,25.065,,,,,
258,07/02/10 05:00:00 AM,25.428,,,,,
259,07/02/10 06:00:00 AM,25.258,,,,,
260,07/02/10 07:00:00 AM,25.089,,,,,
261,07/02/10 08:00:00 AM,25.380,,,,,
262,07/02/10 09:00:00 AM,24.702,,,,,
263,07/02/10 10:00:00 AM,25.331,,,,,
264,07/02/10 11:00:00 AM,24.798,,,,,
265,07/02/10 12:00:00 PM,25.089,,,,,
266,07/02/10 01:00:00 PM,24.992,,,,,
267,07/02/10 02:00:00 PM,25.016,,,,,
268,07/02/10 03:00:00 PM,25.210,,,,,
269,07/02/10 04:00:00 PM,24.871,,,,,
270,07/02/10 05:00:00 PM,25.404,,,,,
271,07/02/10 06:00:00 PM,24.992,,,,,
272,07/02/10 07:00:00 PM,24.895,,,,,
273,07/02/10 08:00:00 PM,25.234,,,,,
274,07/02/10 09:00:00 PM,24.895,,,,,
275,07/02/10 10:00:00 PM,25.162,,,,,
276,07/02/10 11:00:00 PM,25.186,,,,,
277,07/03/10 12:00:00 AM,25.477,,,,,
278,07/03/10 01:00:00 AM,25.089,,,,,
279,07/03/10 02:00:00 AM,25.355,,,,,
280,07/03/10 03:00:00 AM,24.992,,,,,
281,07/03/10 04:00:00 AM,25.065,,,,,
282,07/03/10 05:00:00 AM,25.404,,,,,
283,07/03/10 06:00:00 AM,25.137,,,,,
284,07/03/10 07:00:00 AM,25.137,,,,,
285,07/03/10 08:00:00 AM,25.331,,,,,
286,07/03/10 09:00:00 AM,25.016,,,,,
287,07/03/10 10:00:00 AM,25.186,,,,,
288,07/03/10 11:00:00 AM,25.040,,,,,
289,07/03/10 12:00:00 PM,24.774,,,,,
290,07/03/10 01:00:00 PM,25.404,,,,,
291,07/03/10 02:00:00 PM,24.677,,,,,
292,07/03/10 03:00:00 PM,25.040,,,,,
293,07/03/10 04:00:00 PM,25.113,,,,,
294,07/03/10 05:00:00 PM,24.992,,,,,
295,07/03/10 06:00:00 PM,25.186,,,,,
296,07/03/10 07:00:00 PM,24.992,,,,,
297,07/03/10 08:00:00 PM,24.823,,,,,
298,07/03/10 09:00:00 PM,25.355,,,,,
299,07/03/10 10:00:00 PM,24.847,,,,,
300,07/03/10 10:19:11 PM,,,Logged,Logged,,
301,07/03/10 10:19:18 PM,,,,,Logged,Logged
