"Plot Title: 1204743 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Detached()","Coupler Attached()","Host Connected()","Stopped()","End Of File()"
146,06/30/10 06:00:00 PM,25.501,,,,,
147,06/30/10 07:00:00 PM,25.428,,,,,
148,06/30/10 08:00:00 PM,25.695,,,,,
149,06/30/10 09:00:00 PM,25.647,,,,,
150,06/30/10 10:00:00 PM,25.355,,,,,
151,06/30/10 11:00:00 PM,25.720,,,,,
152,07/01/10 12:00:00 AM,25.720,,,,,
153,07/01/10 01:00:00 AM,25.768,,,,,
154,07/01/10 02:00:00 AM,25.841,,,,,
155,07/01/10 03:00:00 AM,25.841,,,,,
156,07/01/10 04:00:00 AM,25.671,,,,,
157,07/01/10 05:00:00 AM,25.671,,,,,
158,07/01/10 06:00:00 AM,25.671,,,,,
159,07/01/10 07:00:00 AM,25.720,,,,,
160,07/01/10 08:00:00 AM,25.647,,,,,
161,07/01/10 09:00:00 AM,25.428,,,,,
162,07/01/10 10:00:00 AM,25.477,,,,,
163,07/01/10 11:00:00 AM,25.428,,,,,
164,07/01/10 12:00:00 PM,25.477,,,,,
165,07/01/10 01:00:00 PM,25.623,,,,,
166,07/01/10 02:00:00 PM,25.404,,,,,
167,07/01/10 03:00:00 PM,25.525,,,,,
168,07/01/10 04:00:00 PM,25.501,,,,,
169,07/01/10 05:00:00 PM,25.453,,,,,
170,07/01/10 06:00:00 PM,25.404,,,,,
171,07/01/10 07:00:00 PM,25.428,,,,,
172,07/01/10 08:00:00 PM,26.378,,,,,
173,07/01/10 09:00:00 PM,25.525,,,,,
174,07/01/10 10:00:00 PM,25.744,,,,,
175,07/01/10 11:00:00 PM,25.720,,,,,
176,07/02/10 12:00:00 AM,25.623,,,,,
177,07/02/10 01:00:00 AM,25.744,,,,,
178,07/02/10 02:00:00 AM,25.623,,,,,
179,07/02/10 03:00:00 AM,25.744,,,,,
180,07/02/10 04:00:00 AM,25.623,,,,,
181,07/02/10 05:00:00 AM,25.744,,,,,
182,07/02/10 06:00:00 AM,25.623,,,,,
183,07/02/10 07:00:00 AM,25.768,,,,,
184,07/02/10 08:00:00 AM,25.695,,,,,
185,07/02/10 09:00:00 AM,25.501,,,,,
186,07/02/10 10:00:00 AM,25.623,,,,,
187,07/02/10 11:00:00 AM,25.404,,,,,
188,07/02/10 12:00:00 PM,25.525,,,,,
189,07/02/10 01:00:00 PM,25.428,,,,,
190,07/02/10 02:00:00 PM,25.574,,,,,
191,07/02/10 03:00:00 PM,25.574,,,,,
192,07/02/10 04:00:00 PM,25.501,,,,,
193,07/02/10 05:00:00 PM,25.598,,,,,
194,07/02/10 06:00:00 PM,25.404,,,,,
195,07/02/10 07:00:00 PM,25.428,,,,,
196,07/02/10 08:00:00 PM,25.550,,,,,
197,07/02/10 09:00:00 PM,25.744,,,,,
198,07/02/10 10:00:00 PM,25.647,,,,,
199,07/02/10 11:00:00 PM,25.768,,,,,
200,07/03/10 12:00:00 AM,25.695,,,,,
201,07/03/10 01:00:00 AM,25.841,,,,,
202,07/03/10 02:00:00 AM,25.720,,,,,
203,07/03/10 03:00:00 AM,25.841,,,,,
204,07/03/10 04:00:00 AM,25.720,,,,,
205,07/03/10 05:00:00 AM,25.841,,,,,
206,07/03/10 06:00:00 AM,25.768,,,,,
207,07/03/10 07:00:00 AM,25.671,,,,,
208,07/03/10 08:00:00 AM,25.720,,,,,
209,07/03/10 09:00:00 AM,25.550,,,,,
210,07/03/10 10:00:00 AM,25.550,,,,,
211,07/03/10 11:00:00 AM,25.623,,,,,
212,07/03/10 12:00:00 PM,25.574,,,,,
213,07/03/10 01:00:00 PM,25.671,,,,,
214,07/03/10 02:00:00 PM,25.550,,,,,
215,07/03/10 03:00:00 PM,25.647,,,,,
216,07/03/10 04:00:00 PM,25.647,,,,,
217,07/03/10 05:00:00 PM,25.574,,,,,
218,07/03/10 06:00:00 PM,25.550,,,,,
219,07/03/10 07:00:00 PM,25.428,,,,,
220,07/03/10 08:00:00 PM,25.550,,,,,
221,07/03/10 09:00:00 PM,25.768,,,,,
222,07/03/10 10:00:00 PM,21.056,,,,,
223,07/03/10 10:17:22 PM,,,Logged,Logged,,
224,07/03/10 10:17:32 PM,,,,,Logged,Logged
